#1.2									
									
Genes	Genes	D5	D0	D5	D5	D5	D5	D0	D5
ENSMUST00000044106.5	ENSMUST00000044106.5	148.957	99.5647	99.9793	45.4726	73.6213	8.55823	90.9054	9.99637
ENSMUST00000128277.1	ENSMUST00000128277.1	0.412645	0.250981	0.27981	0.535493	0.722921	0.195028	0.24324	2.43983
ENSMUST00000032480.13	ENSMUST00000032480.13	21.4977	12.6488	30.832	22.7241	22.7475	1.17249	12.8772	4.8374
ENSMUST00000192057.5	ENSMUST00000192057.5	4.92263	0.85758	0.867016	0.616638	0.634314	0.030695	0.351918	0.192159
ENSMUST00000018711.14	ENSMUST00000018711.14	379.175	116.808	322.628	62.1038	178.111	12.401	98.491	43.2755
ENSMUST00000220542.1	ENSMUST00000220542.1	0.170641	0.326428	0.0829582	0.137072	0.246284	1.53877	0.0728348	6.97961
ENSMUST00000217266.1	ENSMUST00000217266.1	0.64119	0.235131	0.121655	0.163406	0.0784584	0.0377472	0.132004	2.1426
ENSMUST00000092498.11	ENSMUST00000092498.11	16.9378	0.00380242	16.0884	13.8237	17.5309	2.27415	0.0238045	8.11992
ENSMUST00000152316.1	ENSMUST00000152316.1	6.41309	1.83374	1.77705	0.478522	1.30535	0.183219	1.0109	5.59143
ENSMUST00000148384.1	ENSMUST00000148384.1	10.6327	0.959848	4.31568	4.47378	4.26594	1.1179	1.41682	11.003
ENSMUST00000126739.1	ENSMUST00000126739.1	10.821	0.80417	0.87406	0.135496	0.400919	0.0512907	0.517906	0.505146
ENSMUST00000001538.9	ENSMUST00000001538.9	2.52499	0.051619	0.360374	2.70388	2.38158	0.261504	0.0415936	0.755354
ENSMUST00000041558.14	ENSMUST00000041558.14	8.24493	2.03241	4.27896	5.97345	5.51907	1.64326	0.545787	0.239446
ENSMUST00000112414.7	ENSMUST00000112414.7	4.68294	4.35922	5.38123	8.48945	5.19414	0.587511	1.17852	6.69404
ENSMUST00000112412.1	ENSMUST00000112412.1	2.99866	2.48171	8.56828	12.6424	5.27135	13.5277	1.93438	43.9885
ENSMUST00000115272.8	ENSMUST00000115272.8	2.09034	1.3817	7.96832	11.7256	6.14436	0.984297	1.54065	8.32816
ENSMUST00000107340.1	ENSMUST00000107340.1	6.10236	2.27445	3.62512	6.31945	6.87059	0.511363	1.15776	1.01324
ENSMUST00000146595.7	ENSMUST00000146595.7	0.16748	0.0830464	0.0562632	0.0571459	0.107274	0.127217	0.102388	2.64843
ENSMUST00000048792.4	ENSMUST00000048792.4	52.5324	63.5037	88.7732	85.8178	98.7348	8.53114	44.2873	11.2208
ENSMUST00000135948.1	ENSMUST00000135948.1	5.20391	1.10251	5.25439	4.65734	5.34145	5.36518	0.411511	11.4564
ENSMUST00000033283.9	ENSMUST00000033283.9	38.1769	7.85327	22.2394	9.00908	19.2144	1.13957	6.52368	2.43582
ENSMUST00000209630.1	ENSMUST00000209630.1	2.54656	6.22547	27.969	11.4751	32.3272	2.55938	11.1602	2.06114
ENSMUST00000143056.7	ENSMUST00000143056.7	0.283107	0.193652	0.312061	2.5018	3.64153	0.449938	0.225534	1.6875
ENSMUST00000046675.11	ENSMUST00000046675.11	6.50195	4.50504	5.00187	10.5174	7.93852	1.75996	2.87297	2.8602
ENSMUST00000121442.1	ENSMUST00000121442.1	3.92007	4.80842	5.02212	4.9536	4.49486	0.939606	5.02487	0.630216
ENSMUST00000146378.1	ENSMUST00000146378.1	3.8038	1.48231	3.30747	5.54205	2.09319	0.357131	1.80015	3.95144
ENSMUST00000091089.11	ENSMUST00000091089.11	35.4136	2.31159	22.0218	72.5391	71.1598	31.4459	2.77914	34.7193
ENSMUST00000129156.4	ENSMUST00000129156.4	14.7513	1.99301	40.2347	145.473	145.818	50.253	2.43174	25.8731
ENSMUST00000145885.1	ENSMUST00000145885.1	29.5756	5.23477	66.9974	222.119	226.034	29.3367	3.39788	1.5745
ENSMUST00000001562.8	ENSMUST00000001562.8	18.7421	2.76254	17.8839	26.7083	26.7108	2.9534	2.64336	5.40359
ENSMUST00000130528.7	ENSMUST00000130528.7	2.01064	1.70126	2.5502	3.36912	3.49819	0.0819353	4.29101	0.195615
ENSMUST00000066708.6	ENSMUST00000066708.6	0.353328	0.228355	3.27741	0.998941	2.38181	0.147838	0.216356	1.53629
ENSMUST00000170517.8	ENSMUST00000170517.8	15.9093	5.16455	14.1155	7.22259	10.2101	0.92514	6.11412	1.94161
ENSMUST00000143374.2	ENSMUST00000143374.2	2.83456	9.44791	5.80869	6.0144	5.89777	1.45997	7.75639	2.28359
ENSMUST00000046064.16	ENSMUST00000046064.16	4.3765	3.84711	3.83697	5.29808	5.33843	2.19239	2.73203	2.80382
ENSMUST00000100986.3	ENSMUST00000100986.3	33.198	1.82896	0.771797	0.343321	1.23527	0.143125	1.38616	2.41728
ENSMUST00000223181.1	ENSMUST00000223181.1	9.52182	3.5245	3.76671	0.0092912	0.0013339	0.000283397	0.000105198	0.00533615
ENSMUST00000204702.2	ENSMUST00000204702.2	10.9171	0.38538	2.57158	3.75008	4.46647	0.490731	0.529921	1.70879
ENSMUST00000028259.11	ENSMUST00000028259.11	2.57543	0.761527	1.83932	0.314619	0.542059	0.048089	0.772763	0.256616
ENSMUST00000021450.5	ENSMUST00000021450.5	37.5461	5.01143	19.0555	14.0575	17.3655	2.96072	5.96302	4.26284
ENSMUST00000220285.1	ENSMUST00000220285.1	0.594628	0.227553	0.059108	0.0962381	0.177012	0.635748	0.2061	3.32989
ENSMUST00000050918.3	ENSMUST00000050918.3	5.27535	2.85209	5.82276	2.79778	2.91549	0.363281	2.90013	1.32441
ENSMUST00000174156.1	ENSMUST00000174156.1	3.21761	2.16438	1.27458	0.77723	1.17175	1.09465	1.01682	0.579399
ENSMUST00000068792.12	ENSMUST00000068792.12	4.21016	2.87923	1.76473	1.66611	1.90267	0.256397	2.07261	1.0589
ENSMUST00000130537.7	ENSMUST00000130537.7	6.47702	5.90234	9.27526	8.88148	5.93269	0.522507	6.77571	6.29101
ENSMUST00000031263.1	ENSMUST00000031263.1	0.191311	4.63554	1.63039	0.769534	0.503208	0.0226554	0.445312	0.858255
ENSMUST00000177541.1	ENSMUST00000177541.1	3.55542	1.18697	3.38953	3.99524	3.75911	0.270679	1.55664	0.524432
ENSMUST00000021370.9	ENSMUST00000021370.9	10.2796	13.1514	4.3939	4.73462	6.83254	0.579437	13.4527	1.87029
ENSMUST00000110707.7	ENSMUST00000110707.7	1.97515	0.645328	0.835699	1.64955	2.40542	0.968266	0.336355	0.378069
ENSMUST00000098911.9	ENSMUST00000098911.9	112.959	36.2206	100.156	12.2173	15.1253	1.01018	32.3502	10.29
ENSMUST00000000449.8	ENSMUST00000000449.8	7.04692	8.88263	5.58363	3.40674	3.74423	0.359373	6.8507	1.57984
ENSMUST00000203578.2	ENSMUST00000203578.2	123.409	27.4319	192.975	117.951	151.436	20.5082	26.3544	46.3403
ENSMUST00000023830.15	ENSMUST00000023830.15	36.5907	10.5994	13.78	9.38686	14.4777	1.80373	7.56748	6.96532
ENSMUST00000032909.8	ENSMUST00000032909.8	16.5198	0.331909	4.95388	11.7453	10.3398	0.600571	0.31369	2.01852
ENSMUST00000107269.1	ENSMUST00000107269.1	0.326282	2.38908	4.59016	7.30787	7.25743	1.16949	2.44127	1.72721
ENSMUST00000031051.7	ENSMUST00000031051.7	5.74477	0.649496	2.93288	3.76387	6.7599	1.26173	0.589663	2.93829
ENSMUST00000058884.9	ENSMUST00000058884.9	11.9163	2.58368	7.87435	7.04784	6.30504	0.847134	2.29434	2.2294
ENSMUST00000220916.1	ENSMUST00000220916.1	7.17505	7.47157	2.97582	5.7507	3.9591	0.743962	6.77787	2.46595
ENSMUST00000110997.6	ENSMUST00000110997.6	1.97566	0.106195	0.765102	1.06346	1.70421	0.0965936	0.11966	0.181088
ENSMUST00000020107.7	ENSMUST00000020107.7	42.385	7.44361	15.5856	10.5754	13.3379	1.27601	6.62929	8.59669
ENSMUST00000085635.5	ENSMUST00000085635.5	6.25883	5.11138	1.33434	1.16257	1.67421	0.310943	2.03159	1.97065
ENSMUST00000142734.7	ENSMUST00000142734.7	84.1274	1.58957	32.876	112.105	116.094	5.27184	0.873216	13.9822
ENSMUST00000150290.8	ENSMUST00000150290.8	290.917	6.25038	154	516.224	558.474	34.9028	0.710666	39.8483
ENSMUST00000111216.7	ENSMUST00000111216.7	14.6358	15.9173	10.4466	0.767677	6.37825	7.34224	14.464	11.9086
ENSMUST00000069511.7	ENSMUST00000069511.7	1.94469	5.9395	1.8525	2.20176	3.81121	0.180617	7.21328	0.391615
ENSMUST00000152938.8	ENSMUST00000152938.8	3.78767	24.5601	5.76474	7.78032	4.62363	0.335683	12.2281	1.76988
ENSMUST00000152456.1	ENSMUST00000152456.1	2.31377	8.93359	3.07256	7.44032	9.81757	0.972775	3.51475	6.29826
ENSMUST00000057421.14	ENSMUST00000057421.14	7.06473	0.613445	8.81674	4.78268	7.55364	0.0799752	0.496424	0.980624
ENSMUST00000202306.1	ENSMUST00000202306.1	5.73945	0.510717	5.9797	1.10455	2.17745	2.01302	0.609508	16.8095
ENSMUST00000025350.9	ENSMUST00000025350.9	8.82136	1.13464	3.93846	1.34055	1.93743	0.378059	1.09131	0.989594
ENSMUST00000159019.2	ENSMUST00000159019.2	0.0315202	0.024035	0.335703	0.0207042	0.0178518	0.184546	0.0987248	4.46145
ENSMUST00000087332.4	ENSMUST00000087332.4	0.356655	0.200087	0.0564863	0.0215305	0.0895844	0.172747	0.2858	14.0342
ENSMUST00000018880.13	ENSMUST00000018880.13	49.5726	26.2542	31.6439	14.7059	23.2765	1.34014	22.5721	4.74533
ENSMUST00000143899.1	ENSMUST00000143899.1	7.24655	16.8844	4.20628	1.36718	1.17332	0.20531	9.6395	1.2364
ENSMUST00000201002.3	ENSMUST00000201002.3	2.26197	6.13178	11.4494	29.409	30.8319	18.09	9.0496	19.0859
ENSMUST00000114863.8	ENSMUST00000114863.8	40.8793	40.745	16.3413	13.7814	17.3049	6.93329	21.1383	11.389
ENSMUST00000033383.2	ENSMUST00000033383.2	3.88852	0.475263	4.4264	3.77239	4.6137	0.331659	0.283587	0.342844
ENSMUST00000029256.8	ENSMUST00000029256.8	98.9128	14.9485	42.9439	48.7721	64.6157	157.24	17.0942	173.578
ENSMUST00000195072.1	ENSMUST00000195072.1	4.6366	7.0493	30.436	43.2513	36.2654	0.13546	15.7425	0.229683
ENSMUST00000085992.3	ENSMUST00000085992.3	0.0705989	5.69253	0.0051976	0.162659	0.206263	0.063615	1.35198	0.333319
ENSMUST00000227066.1	ENSMUST00000227066.1	0.746487	0.41907	2.4233	3.59889	3.12177	0.891402	0.819728	2.34946
ENSMUST00000115266.7	ENSMUST00000115266.7	3.14561	0.44125	4.7227	3.29313	2.96285	0.165854	0.599456	1.74528
ENSMUST00000123200.1	ENSMUST00000123200.1	0.522559	0.255405	1.07065	0.29583	0.42078	0.199535	0.210361	6.8112
ENSMUST00000015124.14	ENSMUST00000015124.14	19.478	10.0703	14.657	18.3507	22.1948	2.00856	14.6073	4.66819
ENSMUST00000030336.10	ENSMUST00000030336.10	25.8887	3.31839	27.0176	7.67391	8.86053	0.656379	1.70421	3.26991
ENSMUST00000035164.9	ENSMUST00000035164.9	27.8567	1.84994	17.5721	15.0608	16.7519	4.08917	1.4703	3.16414
ENSMUST00000196184.1	ENSMUST00000196184.1	5.19697	0.667672	0.0928223	0.494916	0.54444	0.243724	1.15411	1.37144
ENSMUST00000074519.12	ENSMUST00000074519.12	49.2033	146.301	55.4655	28.0171	23.1975	1.89737	187.762	3.50013
ENSMUST00000049093.7	ENSMUST00000049093.7	44.1712	135.559	57.1122	18.0718	14.5698	0.97034	181.066	5.21958
ENSMUST00000077889.7	ENSMUST00000077889.7	3.38477	2.63629	0.493848	0.907215	2.95117	0.446716	0.746932	0.718495
ENSMUST00000179565.7	ENSMUST00000179565.7	0.273117	0.172117	1.02673	2.34456	1.93195	0.685331	0.225417	1.59151
ENSMUST00000140761.8	ENSMUST00000140761.8	30.8694	3.15318	37.1361	20.6852	37.9811	3.33877	3.22623	6.70637
ENSMUST00000028288.4	ENSMUST00000028288.4	5.8414	4.49936	4.93843	0.710989	1.40483	0.144858	2.20696	0.571374
ENSMUST00000147218.1	ENSMUST00000147218.1	22.2876	13.7846	30.869	21.1117	22.144	8.26346	15.6507	15.6049
ENSMUST00000065213.4	ENSMUST00000065213.4	0.0216783	0.0972742	0.0129942	0.0145405	0.0366097	0.0986087	0.0546979	3.22743
ENSMUST00000054979.9	ENSMUST00000054979.9	12.798	5.01664	6.56635	7.3996	5.76029	0.50981	2.98842	1.00044
ENSMUST00000031256.5	ENSMUST00000031256.5	1.60E-10	4.55E-05	0.054278	0.00186495	1.04191	0.700086	0.436382	2.35582
ENSMUST00000022451.13	ENSMUST00000022451.13	18.7741	10.625	8.6596	6.96318	9.1884	1.2507	10.8387	2.41394
ENSMUST00000100171.2	ENSMUST00000100171.2	509.215	74.0342	398.673	411.752	429.182	16.8744	77.6884	39.8839
ENSMUST00000129333.1	ENSMUST00000129333.1	6.91149	0.678709	5.67013	11.8624	4.4127	0.657627	0.257482	2.18075
ENSMUST00000156431.7	ENSMUST00000156431.7	3.09007	0.851201	0.856713	0.527491	0.982058	0.0869759	0.393332	2.1796
ENSMUST00000142087.1	ENSMUST00000142087.1	11.184	8.16221	15.7682	6.45878	6.56358	1.52484	7.71652	6.24478
ENSMUST00000150165.7	ENSMUST00000150165.7	9.43894	10.5963	10.6123	3.95158	4.01631	0.525134	6.9699	1.59085
ENSMUST00000204890.2	ENSMUST00000204890.2	19.1244	27.3383	32.0692	94.372	28.7759	4.70527	43.241	30.5334
ENSMUST00000049245.9	ENSMUST00000049245.9	58.2875	5.77283	41.123	74.0288	60.3434	9.65975	5.60809	15.914
ENSMUST00000019231.11	ENSMUST00000019231.11	131.308	66.9088	114.139	69.8927	93.9053	5.23866	54.6728	12.6235
ENSMUST00000084564.9	ENSMUST00000084564.9	1.64821	2.41394	3.03562	1.6196	1.58535	0.257224	0.000118906	0.376487
ENSMUST00000018716.9	ENSMUST00000018716.9	41.6757	8.54792	24.7212	18.459	20.4448	1.68742	4.77827	4.28843
ENSMUST00000101526.8	ENSMUST00000101526.8	8.30489	3.73197	13.2718	12.3663	13.0109	2.02312	3.8836	5.60785
ENSMUST00000135814.1	ENSMUST00000135814.1	5.40804	0.934909	6.34514	3.7406	3.49	0.126301	1.34986	0.229929
ENSMUST00000005620.9	ENSMUST00000005620.9	46.8156	7.88231	34.4983	9.98803	14.1102	1.52947	1.94801	26.9415
ENSMUST00000224487.1	ENSMUST00000224487.1	22.4451	6.77211	11.9646	4.72419	10.2669	1.35277	5.77979	2.95508
ENSMUST00000211535.1	ENSMUST00000211535.1	4.72343	0.782577	3.13141	5.49884	6.10601	0.359628	3.60563	3.71075
ENSMUST00000102926.4	ENSMUST00000102926.4	151.327	55.3454	174.979	217.401	197.44	38.3913	38.3255	59.8714
ENSMUST00000003318.11	ENSMUST00000003318.11	11.289	5.78733	5.75494	4.16801	4.92058	0.943343	2.29131	3.21283
ENSMUST00000019683.10	ENSMUST00000019683.10	149.33	5.34392	239.315	117.467	177.262	5.68677	6.56082	22.7997
ENSMUST00000030698.4	ENSMUST00000030698.4	41.4358	12.47	26.3601	8.28804	12.8742	0.798306	11.1826	5.15561
ENSMUST00000134767.7	ENSMUST00000134767.7	7.10041	3.74822	6.78537	12.4284	12.7498	0.810155	2.29802	1.26274
ENSMUST00000144779.1	ENSMUST00000144779.1	15.1712	5.86175	21.8874	13.4649	18.7841	1.16355	4.46451	1.79462
ENSMUST00000026700.7	ENSMUST00000026700.7	0.102646	12.1055	1.76308	0.244501	0.288887	0.089789	7.40272	1.64603
ENSMUST00000003450.14	ENSMUST00000003450.14	57.1814	26.8822	36.0166	40.8785	46.8851	4.62069	20.1013	11.6259
ENSMUST00000160506.7	ENSMUST00000160506.7	3.40177	1.35212	1.19224	1.54795	0.721193	0.0272517	0.614193	0.15324
ENSMUST00000056433.6	ENSMUST00000056433.6	19.3134	9.68268	16.9128	13.4768	15.9378	1.50513	6.38147	2.74307
ENSMUST00000006851.14	ENSMUST00000006851.14	12.5883	5.04344	16.1012	18.853	20.3444	1.62499	6.5906	3.02912
ENSMUST00000194743.1	ENSMUST00000194743.1	2.01814	0.401301	0.586257	0.445312	0.588714	0.0426984	0.117985	1.79129
ENSMUST00000042662.9	ENSMUST00000042662.9	31.9739	24.227	16.8744	13.7705	17.3404	3.79291	22.7411	7.46781
ENSMUST00000020315.12	ENSMUST00000020315.12	17.9974	1.91609	8.28015	4.81855	7.8082	0.702941	1.53893	1.62302
ENSMUST00000105473.2	ENSMUST00000105473.2	0.0737712	0.599318	0.108907	0.373327	0.281375	2.59846	0.348438	5.9692
ENSMUST00000081314.10	ENSMUST00000081314.10	3.44783	0.204542	1.35597	1.14793	1.36157	0.165298	0.312643	5.94E-06
ENSMUST00000026599.9	ENSMUST00000026599.9	23.854	27.1872	16.5879	9.2451	10.0139	1.41696	29.8409	4.11207
ENSMUST00000053748.15	ENSMUST00000053748.15	41.3835	3.28034	1.02E-06	2.96E-05	4.14E-05	1.21043	1.3237	4.42125
ENSMUST00000156626.7	ENSMUST00000156626.7	5.89515	2.32245	7.25201	11.5354	13.19	7.74E-08	1.03011	0.429453
ENSMUST00000145903.7	ENSMUST00000145903.7	5.69677	2.87875	4.5911	3.96567	3.4561	0.404961	1.13346	2.70818
ENSMUST00000202812.1	ENSMUST00000202812.1	8.69199	1.3593	10.127	11.8732	6.67595	1.48586	3.58456	1.52192
ENSMUST00000168423.7	ENSMUST00000168423.7	17.7102	2.33745	9.20048	2.37559	4.87545	0.302108	1.75089	2.30658
ENSMUST00000025453.14	ENSMUST00000025453.14	1.26192	1.7016	3.52831	1.85987	2.77386	0.741353	1.18977	0.730899
ENSMUST00000177851.8	ENSMUST00000177851.8	6.79372	1.78198	5.811	7.04723	6.84069	1.63005	1.85515	2.50135
ENSMUST00000019118.7	ENSMUST00000019118.7	18.0541	3.07898	11.6499	14.8198	19.6574	2.32936	1.83646	4.07077
ENSMUST00000197041.1	ENSMUST00000197041.1	1.79557	0.587542	1.38262	2.92366	3.78313	2.86137	0.382204	3.20898
ENSMUST00000198246.1	ENSMUST00000198246.1	7.17416	1.75032	6.17639	12.216	9.25927	0.124272	1.35578	0.439813
ENSMUST00000027634.12	ENSMUST00000027634.12	427.801	202.856	340.552	418.319	727.043	27.9055	270.081	85.9228
ENSMUST00000208269.1	ENSMUST00000208269.1	0.382913	1.09122	0.159304	0.174298	0.245933	1.01131	0.318277	11.7494
ENSMUST00000034960.13	ENSMUST00000034960.13	25.1579	13.8926	14.0784	8.63112	9.17472	1.39054	11.3765	2.49093
ENSMUST00000031483.14	ENSMUST00000031483.14	22.239	7.16051	14.5478	15.0232	15.5574	1.63474	5.65005	4.22566
ENSMUST00000108671.1	ENSMUST00000108671.1	3.94689	13.989	1.34	1.15353	0.877453	0.096665	6.63415	2.0838
ENSMUST00000151520.1	ENSMUST00000151520.1	1.93311	5.82846	1.1248	0.653333	0.852934	0.129111	2.6267	1.00743
ENSMUST00000001809.14	ENSMUST00000001809.14	461.607	27.0968	310.459	304.056	403.939	51.0411	17.6131	86.7846
ENSMUST00000193083.5	ENSMUST00000193083.5	3.49382	751.258	46.4187	5.63599	4.04322	7.08253	891.191	13.0985
ENSMUST00000024627.13	ENSMUST00000024627.13	12.0272	1.64445	5.27595	5.2927	6.10428	1.02592	1.26832	1.04078
ENSMUST00000024620.6	ENSMUST00000024620.6	24.5748	6.37663	12.071	23.7948	19.5349	3.92845	5.56544	5.6835
ENSMUST00000001559.10	ENSMUST00000001559.10	8.12466	11.0093	9.0023	10.6934	10.0203	2.00865	6.85488	3.95768
ENSMUST00000046745.6	ENSMUST00000046745.6	2.94454	0.982697	33.294	0.210771	0.334824	0.0257787	2.40705	0.883734
ENSMUST00000127966.7	ENSMUST00000127966.7	1.33703	0.382564	0.637869	0.516504	0.425895	0.162988	0.296615	2.30174
ENSMUST00000086831.3	ENSMUST00000086831.3	56.2809	4.99003	21.6022	39.6856	39.8491	4.81342	4.62031	9.97592
ENSMUST00000019064.8	ENSMUST00000019064.8	43.2685	0.654619	50.9851	0.772772	1.23799	0.668483	0.883529	3.00467
ENSMUST00000097494.8	ENSMUST00000097494.8	1.89606	0.570187	0.210846	0.147524	0.108012	0.0505517	0.319894	4.25511
ENSMUST00000148166.2	ENSMUST00000148166.2	1.75206	0.265896	0.406288	1.05336	1.14345	0.073474	0.283578	2.47724
ENSMUST00000150421.1	ENSMUST00000150421.1	1.73463	0.106519	3.52884	7.61364	8.31747	6.48778	1.88921	9.75353
ENSMUST00000129342.7	ENSMUST00000129342.7	3.23295	1.26421	3.90097	2.97127	2.81504	1.57796	0.668736	4.18775
ENSMUST00000066257.5	ENSMUST00000066257.5	47.7937	12.1059	32.2854	28.7996	44.2479	2.37265	10.6721	5.75014
ENSMUST00000029812.13	ENSMUST00000029812.13	13.5367	2.46634	8.00527	5.18182	5.67878	0.765932	1.78586	1.30143
ENSMUST00000132668.7	ENSMUST00000132668.7	15.3472	1.13231	15.1943	19.4276	21.7849	1.38579	2.75983	4.18483
ENSMUST00000148159.2	ENSMUST00000148159.2	46.2984	2.13226	48.1123	13.0614	20.6901	1.39595	2.70292	7.41049
ENSMUST00000043325.8	ENSMUST00000043325.8	28.7107	2.69305	14.5386	11.7397	20.5837	2.59824	2.12224	4.36395
ENSMUST00000037210.8	ENSMUST00000037210.8	16.1845	28.7803	19.5482	54.9748	36.8153	52.2506	26.284	74.392
ENSMUST00000139045.7	ENSMUST00000139045.7	13.1884	10.7078	9.07097	8.05364	9.75645	1.73083	9.19102	5.72768
ENSMUST00000089874.8	ENSMUST00000089874.8	4.10328	0.860619	1.72105	2.72277	3.80908	4.20323	1.13284	5.13324
ENSMUST00000172753.1	ENSMUST00000172753.1	151.403	8.33199	29.9112	21.4767	33.3848	1.28412	2.3712	67.2493
ENSMUST00000047734.14	ENSMUST00000047734.14	10.5295	2.06565	3.80272	3.01134	4.31217	3.24057	1.37796	11.29
ENSMUST00000134433.7	ENSMUST00000134433.7	4.15088	0.861691	1.32178	0.606396	0.855105	0.0640889	0.612935	0.978681
ENSMUST00000154583.7	ENSMUST00000154583.7	3.73923	5.23868	3.34295	2.16771	2.72316	0.280124	4.02576	0.346742
ENSMUST00000087328.3	ENSMUST00000087328.3	84.5539	13.2816	13.2635	12.2239	11.4314	0.906593	5.4803	85.6933
ENSMUST00000120339.7	ENSMUST00000120339.7	5.97208	0.0174301	4.10919	3.80544	4.66365	0.183227	0.0456056	1.7809
ENSMUST00000030578.13	ENSMUST00000030578.13	85.2767	85.0944	28.374	21.3993	38.5085	7.88039	79.4135	19.4839
ENSMUST00000165853.1	ENSMUST00000165853.1	35.4018	101.634	72.4993	37.298	21.2099	2.45848	125.504	9.55173
ENSMUST00000129691.7	ENSMUST00000129691.7	5.57304	3.9509	6.4307	28.0578	18.9392	15.2309	3.40474	21.5693
ENSMUST00000085984.10	ENSMUST00000085984.10	31.9591	19.3547	31.8849	67.9633	57.4039	8.88389	14.033	4.68202
ENSMUST00000003451.10	ENSMUST00000003451.10	5.77769	2.71142	3.09033	14.5683	5.19423	1.01889	1.31924	2.97104
ENSMUST00000153735.7	ENSMUST00000153735.7	47.5769	1.77165	43.1609	73.5549	84.6377	1.41635	0.562283	3.77186
ENSMUST00000038644.4	ENSMUST00000038644.4	27.5903	51.323	26.3177	11.9317	15.4737	3.57389	41.9076	1.82918
ENSMUST00000113332.7	ENSMUST00000113332.7	8.72908	4.18576	11.3336	7.89472	13.3377	1.68429	2.65969	3.47392
ENSMUST00000147338.1	ENSMUST00000147338.1	2.72706	1.09894	0.751205	0.87023	0.99103	0.057476	0.445016	1.03694
ENSMUST00000134141.1	ENSMUST00000134141.1	2.46421	1.56371	3.87848	7.52111	5.1883	0.297856	1.18518	4.28487
ENSMUST00000034131.9	ENSMUST00000034131.9	92.5775	13.0099	33.0096	13.1926	24.7389	2.38484	14.1668	5.08125
ENSMUST00000065210.9	ENSMUST00000065210.9	16.1289	2.93737	11.4011	9.00586	12.2121	2.23309	2.69053	3.75962
ENSMUST00000207596.1	ENSMUST00000207596.1	0.423079	0.678479	0.353808	0.252819	0.170017	0.948637	0.34237	8.64911
ENSMUST00000208730.1	ENSMUST00000208730.1	30.9034	9.78142	19.1838	4.00201	10.1313	9.85E-07	1.63157	3.89172
ENSMUST00000207084.1	ENSMUST00000207084.1	27.3687	16.6293	41.5158	18.3878	21.015	2.76764	7.83117	4.33433
ENSMUST00000112311.7	ENSMUST00000112311.7	1.83686	1.20352	1.88956	3.34486	3.96063	0.117944	0.718969	1.51371
ENSMUST00000112312.7	ENSMUST00000112312.7	5.4012	10.1245	8.13688	11.0624	10.1118	1.33248	2.83418	5.1835
ENSMUST00000228014.1	ENSMUST00000228014.1	0.854844	0.0621391	0.223	0.347299	1.31022	0.805897	0.046581	2.87733
ENSMUST00000147630.1	ENSMUST00000147630.1	8.74719	2.27673	3.65133	3.73968	4.04331	1.00573	2.50685	2.27902
ENSMUST00000146085.2	ENSMUST00000146085.2	9.36455	5.90115	12.7034	20.1938	16.9442	1.06967	3.84513	7.51944
ENSMUST00000030311.10	ENSMUST00000030311.10	17.6978	2.56806	12.0235	22.8688	20.5958	2.36734	3.31871	4.5863
ENSMUST00000139049.1	ENSMUST00000139049.1	29.5223	8.97754	7.05998	3.91629	6.54813	0.465721	7.92199	2.92804
ENSMUST00000078451.6	ENSMUST00000078451.6	2.7436	0.54624	1.23409	0.0301067	0.0622393	0.0670755	0.26879	0.995184
ENSMUST00000042471.10	ENSMUST00000042471.10	6.54665	1.26316	2.78455	3.70586	3.55049	0.680741	1.0394	1.22432
ENSMUST00000044503.13	ENSMUST00000044503.13	3.80038	1.55838	2.53544	1.80442	2.06848	0.157329	1.15686	0.554225
ENSMUST00000113195.7	ENSMUST00000113195.7	18.4946	4.02661	21.4393	13.2863	14.8786	2.82919	4.46035	1.80137
ENSMUST00000088931.9	ENSMUST00000088931.9	19.0187	1.52351	8.93575	30.9025	33.2444	10.0037	2.35588	7.75115
ENSMUST00000138134.7	ENSMUST00000138134.7	12.5529	1.86975	2.5173	7.27554	10.1334	1.1342	0.864563	0.429403
ENSMUST00000102574.9	ENSMUST00000102574.9	56.3276	192.273	41.7743	32.8829	32.582	3.26034	136.285	4.98985
ENSMUST00000134516.1	ENSMUST00000134516.1	1.1921	4.20607	9.19582	25.1669	25.7069	4.52495	40.5769	25.2464
ENSMUST00000216677.1	ENSMUST00000216677.1	4.25849	2.32E-07	0.82828	0.743272	1.33715	0.0922984	5.33E-07	0.381272
ENSMUST00000029624.14	ENSMUST00000029624.14	52.7595	0.668992	40.3007	30.943	44.0462	0.805858	0.433014	2.94357
